Timestamp,Location,Signal Strength (dBm),Download Speed (Mbps),Upload Speed (Mbps),Latency (ms),Jitter (ms),Network Type,Device Model,Carrier,Band,Battery Level (%),Temperature (°C),Connected Duration (min),Handover Count,Data Usage (MB),Video Streaming Quality,VoNR Enabled,Network Congestion Level,Ping to Google (ms),Dropped Connection,hour,day_of_week,month,date,Location_encoded,Network Type_encoded,Carrier_encoded,Band_encoded,Network Congestion Level_encoded,Device Model_encoded,VoNR Enabled_encoded,Dropped Connection_encoded
2024-06-15 03:29:51.224671,San Francisco,-74.7,541.27,50.41,15.6,4.49,5G NSA,GT 7,Verizon,n78,88,22.5,10,2,318.33,3,False,Medium,87.5,False,3,5,6,2024-06-15,6,1,5,4,2,0,0,0
2024-06-15 03:39:51.224669,Berlin,-70.9,153.8,38.22,2.9,2.2,5G NSA,iPhone 14,AT&T,n260,82,28.4,53,4,154.37,5,True,Medium,25.8,False,3,5,6,2024-06-15,0,1,0,1,2,4,1,0
2024-06-15 03:49:51.224666,Delhi,-87.2,238.4,138.28,12.3,2.32,4G,GT 7,Jio,n78,89,29.8,43,2,96.75,1,True,High,92.5,False,3,5,6,2024-06-15,2,0,3,4,0,0,1,0
2024-06-15 03:59:51.224664,Tokyo,-71.1,774.62,51.96,17.7,1.47,4G,GT 7,AT&T,n260,25,36.5,58,3,53.01,2,False,Medium,92.7,True,3,5,6,2024-06-15,7,0,0,1,2,0,0,1
2024-06-15 04:09:51.224661,Berlin,-61.9,292.57,50.15,9.4,2.32,5G NSA,Pixel 7,Verizon,n260,96,29.5,58,0,161.34,5,True,Medium,74.6,True,4,5,6,2024-06-15,0,1,5,1,2,3,1,1
2024-06-15 04:19:51.224659,Berlin,-63.7,290.76,23.24,16.2,0.25,5G SA,Nord 4,AT&T,n260,70,21.7,3,4,362.0,1,False,High,56.5,True,4,5,6,2024-06-15,0,2,0,1,0,2,0,1
2024-06-15 04:29:51.224656,Kolkata,-100.0,826.26,27.2,7.7,4.21,5G NSA,iPhone 14,BSNL,n28,74,22.1,55,3,93.06,2,False,Medium,97.8,False,4,5,6,2024-06-15,3,1,2,2,2,4,0,0
2024-06-15 04:39:51.224653,Chennai,-104.8,912.78,84.33,18.4,4.52,5G NSA,Pixel 7,Airtel,n258,18,35.5,35,1,323.24,2,True,Medium,25.8,False,4,5,6,2024-06-15,1,1,1,0,2,3,1,0
2024-06-15 04:49:51.224651,Mumbai,-67.7,612.22,131.13,6.9,3.08,5G SA,Pixel 7,BSNL,n78,55,42.9,30,1,247.66,3,True,Medium,61.7,False,4,5,6,2024-06-15,4,2,2,4,2,3,1,0
2024-06-15 04:59:51.224648,Berlin,-77.2,213.59,93.72,19.6,2.11,4G,Pixel 7,Verizon,n41,39,39.5,52,1,257.29,2,False,High,11.0,False,4,5,6,2024-06-15,0,0,5,3,0,3,0,0
2024-06-15 05:09:51.224646,New York,-87.0,632.25,132.46,6.3,1.7,5G NSA,Galaxy S23,Verizon,n41,31,21.6,47,1,397.08,3,False,Low,77.2,True,5,5,6,2024-06-15,5,1,5,3,1,1,0,1
2024-06-15 05:19:51.224643,Delhi,-92.6,194.22,131.03,6.7,4.22,5G SA,Nord 4,BSNL,n258,41,29.3,38,0,393.48,3,False,Low,54.2,True,5,5,6,2024-06-15,2,2,2,0,1,2,0,1
2024-06-15 05:29:51.224641,Berlin,-101.3,900.46,78.09,10.4,3.42,5G SA,Nord 4,Verizon,n78,45,26.8,14,1,390.08,4,True,Low,43.3,True,5,5,6,2024-06-15,0,2,5,4,1,2,1,1
2024-06-15 05:39:51.224638,Berlin,-76.4,127.49,60.04,18.5,2.2,4G,Nord 4,AT&T,n260,30,44.2,51,2,95.2,4,True,Medium,20.2,True,5,5,6,2024-06-15,0,0,0,1,2,2,1,1
2024-06-15 05:49:51.224635,Kolkata,-63.4,308.51,32.18,8.5,0.87,5G NSA,Nord 4,Vi,n28,16,27.3,1,2,28.58,1,False,Low,41.8,True,5,5,6,2024-06-15,3,1,6,2,1,2,0,1
2024-06-15 05:59:51.224633,Kolkata,-90.8,631.2,114.13,11.2,0.66,5G NSA,Pixel 7,Vi,n258,61,43.0,15,0,74.08,4,True,Medium,36.9,True,5,5,6,2024-06-15,3,1,6,0,2,3,1,1
2024-06-15 06:09:51.224630,Delhi,-68.7,554.45,113.56,6.3,3.96,4G,Nord 4,BSNL,n78,90,36.7,44,0,410.45,3,False,Low,89.9,True,6,5,6,2024-06-15,2,0,2,4,1,2,0,1
2024-06-15 06:19:51.224628,Chennai,-104.0,161.31,47.15,8.6,2.76,5G NSA,GT 7,Airtel,n258,31,43.1,57,0,479.67,2,False,Low,96.6,True,6,5,6,2024-06-15,1,1,1,0,1,0,0,1
2024-06-15 06:29:51.224625,Kolkata,-97.7,273.6,90.29,13.1,4.33,4G,iPhone 14,Vi,n258,97,21.8,47,3,199.99,2,True,High,39.8,True,6,5,6,2024-06-15,3,0,6,0,0,4,1,1
2024-06-15 06:39:51.224622,Delhi,-90.5,445.07,63.89,15.7,2.22,4G,GT 7,Jio,n28,44,27.8,55,2,225.46,1,False,Medium,59.0,True,6,5,6,2024-06-15,2,0,3,2,2,0,0,1
2024-06-15 06:49:51.224620,Kolkata,-74.8,216.9,75.69,13.9,1.44,4G,Nord 4,Airtel,n258,46,31.1,2,2,123.83,4,False,Medium,98.0,False,6,5,6,2024-06-15,3,0,1,0,2,2,0,0
2024-06-15 06:59:51.224617,Kolkata,-109.9,625.85,88.27,7.1,3.67,4G,Galaxy S23,Jio,n78,10,24.0,42,1,13.85,4,True,Medium,28.3,True,6,5,6,2024-06-15,3,0,3,4,2,1,1,1
2024-06-15 07:09:51.224611,New York,-98.7,514.43,97.76,14.9,1.21,4G,Pixel 7,Verizon,n260,21,42.9,52,1,386.89,3,True,Low,15.9,False,7,5,6,2024-06-15,5,0,5,1,1,3,1,0
2024-06-15 07:19:51.224609,San Francisco,-84.4,361.4,132.52,16.5,2.22,4G,Nord 4,T-Mobile,n260,86,24.7,7,0,288.96,1,False,Medium,25.5,False,7,5,6,2024-06-15,6,0,4,1,2,2,0,0
2024-06-15 07:29:51.224606,Mumbai,-63.0,392.83,39.76,1.2,3.49,5G SA,Pixel 7,Jio,n28,71,28.7,7,1,234.51,4,False,Low,75.2,False,7,5,6,2024-06-15,4,2,3,2,1,3,0,0
2024-06-15 07:39:51.224603,Chennai,-77.6,534.99,100.59,17.3,3.23,4G,Nord 4,Vi,n78,16,27.7,27,3,157.52,4,True,Low,73.8,False,7,5,6,2024-06-15,1,0,6,4,1,2,1,0
2024-06-15 07:49:51.224601,Delhi,-102.5,827.93,78.22,13.9,0.31,5G NSA,Nord 4,Airtel,n78,40,44.6,35,4,466.84,4,False,Medium,22.4,False,7,5,6,2024-06-15,2,1,1,4,2,2,0,0
2024-06-15 07:59:51.224598,Chennai,-61.5,456.76,80.2,15.8,0.37,4G,Galaxy S23,Vi,n258,82,40.7,37,0,326.42,1,False,High,79.4,True,7,5,6,2024-06-15,1,0,6,0,0,1,0,1
2024-06-15 08:09:51.224596,Chennai,-65.1,400.2,75.14,14.0,1.3,5G NSA,Nord 4,BSNL,n258,14,42.9,59,1,23.25,2,False,High,99.5,False,8,5,6,2024-06-15,1,1,2,0,0,2,0,0
2024-06-15 08:19:51.224593,Mumbai,-78.7,233.49,96.87,19.5,1.1,4G,Nord 4,Jio,n258,97,20.3,30,1,139.16,3,True,High,35.2,True,8,5,6,2024-06-15,4,0,3,0,0,2,1,1
2024-06-15 08:29:51.224590,Chennai,-83.4,566.54,60.29,1.4,2.75,4G,GT 7,Jio,n78,77,24.8,2,1,134.85,2,False,High,30.4,False,8,5,6,2024-06-15,1,0,3,4,0,0,0,0
2024-06-15 08:39:51.224588,Kolkata,-105.4,928.49,126.63,7.0,0.21,5G NSA,GT 7,Jio,n258,91,27.3,36,2,238.78,1,True,Medium,16.5,True,8,5,6,2024-06-15,3,1,3,0,2,0,1,1
2024-06-15 08:49:51.224585,New York,-109.3,845.91,147.2,19.9,2.7,4G,iPhone 14,Verizon,n260,81,28.4,10,1,344.84,5,True,Low,67.9,False,8,5,6,2024-06-15,5,0,5,1,1,4,1,0
2024-06-15 08:59:51.224582,Kolkata,-66.2,579.16,29.15,3.4,3.89,5G NSA,Pixel 7,Vi,n78,28,27.0,5,4,115.89,4,False,High,67.1,True,8,5,6,2024-06-15,3,1,6,4,0,3,0,1
2024-06-15 09:09:51.224580,Tokyo,-84.9,884.31,93.2,18.1,0.12,5G NSA,Galaxy S23,Verizon,n260,14,31.9,47,2,187.27,3,False,High,90.0,False,9,5,6,2024-06-15,7,1,5,1,0,1,0,0
2024-06-15 09:19:51.224577,San Francisco,-71.4,595.76,113.9,11.9,0.77,4G,Nord 4,AT&T,n41,90,44.0,30,0,281.07,2,False,Medium,58.5,False,9,5,6,2024-06-15,6,0,0,3,2,2,0,0
2024-06-15 09:29:51.224575,Tokyo,-77.3,377.22,142.95,5.2,3.45,4G,Nord 4,T-Mobile,n260,50,21.4,10,0,449.27,5,True,High,10.0,False,9,5,6,2024-06-15,7,0,4,1,0,2,1,0
2024-06-15 09:39:51.224572,New York,-96.0,140.99,122.36,5.2,4.23,5G NSA,Galaxy S23,T-Mobile,n78,29,42.4,14,3,54.34,5,False,Low,63.8,False,9,5,6,2024-06-15,5,1,4,4,1,1,0,0
2024-06-15 09:49:51.224569,Berlin,-81.2,846.59,114.89,17.1,2.13,4G,Nord 4,Verizon,n41,26,35.1,31,2,444.3,4,False,Low,90.7,False,9,5,6,2024-06-15,0,0,5,3,1,2,0,0
2024-06-15 09:59:51.224567,New York,-99.5,603.24,135.34,16.2,3.99,5G NSA,Pixel 7,Verizon,n260,95,24.7,24,2,458.0,2,True,Medium,10.2,False,9,5,6,2024-06-15,5,1,5,1,2,3,1,0
2024-06-15 10:09:51.224564,Chennai,-98.4,482.47,106.79,9.3,3.61,5G SA,iPhone 14,BSNL,n28,64,33.2,28,1,87.6,2,True,Low,46.6,True,10,5,6,2024-06-15,1,2,2,2,1,4,1,1
2024-06-15 10:19:51.224562,Kolkata,-80.5,314.64,140.24,1.1,2.42,4G,GT 7,BSNL,n78,21,32.9,6,0,207.78,2,True,Low,36.4,False,10,5,6,2024-06-15,3,0,2,4,1,0,1,0
2024-06-15 10:29:51.224559,New York,-86.2,507.93,114.85,18.7,3.85,4G,Galaxy S23,AT&T,n260,13,39.4,34,2,331.61,2,True,Low,16.1,True,10,5,6,2024-06-15,5,0,0,1,1,1,1,1
2024-06-15 10:39:51.224556,Kolkata,-89.2,436.98,86.37,4.1,4.69,5G NSA,Nord 4,Jio,n78,58,37.8,17,0,95.65,2,False,High,13.9,False,10,5,6,2024-06-15,3,1,3,4,0,2,0,0
2024-06-15 10:49:51.224554,San Francisco,-96.5,381.6,58.23,1.7,4.41,5G SA,Nord 4,Verizon,n78,18,23.3,24,4,423.83,2,False,Medium,95.2,True,10,5,6,2024-06-15,6,2,5,4,2,2,0,1
2024-06-15 10:59:51.224551,Kolkata,-82.4,196.65,28.8,1.2,3.67,5G NSA,GT 7,Vi,n258,16,21.3,30,2,469.2,2,True,Medium,71.2,False,10,5,6,2024-06-15,3,1,6,0,2,0,1,0
2024-06-15 11:09:51.224549,Delhi,-109.8,968.86,117.0,6.6,2.24,4G,Pixel 7,Airtel,n78,36,40.9,33,4,94.13,2,True,Low,55.3,False,11,5,6,2024-06-15,2,0,1,4,1,3,1,0
2024-06-15 11:19:51.224546,Kolkata,-93.3,596.0,121.6,4.7,4.14,4G,Galaxy S23,Vi,n78,93,39.8,25,1,35.94,5,False,Medium,25.9,True,11,5,6,2024-06-15,3,0,6,4,2,1,0,1
2024-06-15 11:29:51.224543,Delhi,-82.4,140.77,116.35,8.3,1.82,5G NSA,Galaxy S23,Airtel,n258,83,29.8,53,3,271.64,5,False,High,77.6,True,11,5,6,2024-06-15,2,1,1,0,0,1,0,1
2024-06-15 11:39:51.224541,Tokyo,-76.9,968.38,48.2,2.5,3.49,5G NSA,Nord 4,Verizon,n260,35,28.6,24,0,307.41,3,True,High,52.5,True,11,5,6,2024-06-15,7,1,5,1,0,2,1,1
2024-06-15 11:49:51.224538,Delhi,-104.5,767.92,82.89,17.7,0.54,5G NSA,iPhone 14,Vi,n258,23,37.2,3,2,402.41,1,False,High,82.2,True,11,5,6,2024-06-15,2,1,6,0,0,4,0,1
2024-06-15 11:59:51.224536,Chennai,-82.4,248.29,49.22,14.6,2.97,5G NSA,Nord 4,Jio,n28,76,20.5,27,4,364.87,2,True,High,52.3,True,11,5,6,2024-06-15,1,1,3,2,0,2,1,1
2024-06-15 12:09:51.224533,Mumbai,-62.7,954.61,34.22,1.9,3.81,4G,iPhone 14,Airtel,n258,26,41.0,7,4,259.83,4,False,Low,19.4,False,12,5,6,2024-06-15,4,0,1,0,1,4,0,0
2024-06-15 12:19:51.224530,Delhi,-80.0,408.65,102.61,6.1,2.34,5G NSA,Nord 4,BSNL,n78,88,39.5,27,1,303.26,4,True,High,70.0,True,12,5,6,2024-06-15,2,1,2,4,0,2,1,1
2024-06-15 12:29:51.224528,Delhi,-68.3,812.44,133.21,8.3,2.58,5G SA,GT 7,BSNL,n78,61,43.3,12,0,176.34,3,True,Low,75.3,False,12,5,6,2024-06-15,2,2,2,4,1,0,1,0
2024-06-15 12:39:51.224525,Tokyo,-99.0,749.1,26.83,1.3,4.47,5G NSA,Galaxy S23,AT&T,n41,98,44.2,10,0,291.95,4,False,High,65.8,False,12,5,6,2024-06-15,7,1,0,3,0,1,0,0
2024-06-15 12:49:51.224523,Kolkata,-68.5,941.09,51.65,14.7,3.7,5G NSA,Galaxy S23,Vi,n258,73,26.8,54,2,260.19,4,True,Medium,23.1,True,12,5,6,2024-06-15,3,1,6,0,2,1,1,1
2024-06-15 12:59:51.224520,San Francisco,-89.8,406.48,145.86,14.3,2.08,5G NSA,iPhone 14,Verizon,n41,30,37.4,58,0,231.41,2,False,Low,15.4,False,12,5,6,2024-06-15,6,1,5,3,1,4,0,0
2024-06-15 13:09:51.224517,Mumbai,-67.8,314.97,84.77,11.2,4.24,4G,Galaxy S23,Vi,n28,16,41.2,30,2,452.2,2,True,Medium,29.5,True,13,5,6,2024-06-15,4,0,6,2,2,1,1,1
2024-06-15 13:19:51.224515,Kolkata,-85.8,371.04,122.94,3.9,2.33,5G SA,Pixel 7,Vi,n258,70,38.9,11,1,418.15,4,True,Low,82.1,True,13,5,6,2024-06-15,3,2,6,0,1,3,1,1
2024-06-15 13:29:51.224512,Delhi,-91.1,912.76,71.49,15.7,0.15,5G NSA,Pixel 7,Airtel,n78,11,27.5,30,4,314.16,5,False,Low,79.3,False,13,5,6,2024-06-15,2,1,1,4,1,3,0,0
2024-06-15 13:39:51.224510,Tokyo,-68.2,886.04,61.88,11.5,0.87,4G,Pixel 7,AT&T,n260,96,27.2,24,3,322.7,1,True,Low,94.5,False,13,5,6,2024-06-15,7,0,0,1,1,3,1,0
2024-06-15 13:49:51.224507,Mumbai,-78.7,627.34,138.15,12.2,3.07,5G SA,Pixel 7,BSNL,n78,46,31.0,35,0,285.46,2,True,Low,33.2,False,13,5,6,2024-06-15,4,2,2,4,1,3,1,0
2024-06-15 13:59:51.224504,Chennai,-62.3,823.13,39.64,7.4,1.22,4G,GT 7,Airtel,n78,66,31.6,53,2,46.48,3,False,High,20.4,False,13,5,6,2024-06-15,1,0,1,4,0,0,0,0
2024-06-15 14:09:51.224502,Kolkata,-109.6,122.69,69.38,7.2,4.15,5G NSA,Pixel 7,Airtel,n78,42,30.1,28,3,367.95,3,True,Low,78.5,True,14,5,6,2024-06-15,3,1,1,4,1,3,1,1
2024-06-15 14:19:51.224499,Mumbai,-93.1,956.43,115.13,7.1,0.15,4G,iPhone 14,BSNL,n28,55,22.4,53,2,20.0,5,True,Low,55.1,False,14,5,6,2024-06-15,4,0,2,2,1,4,1,0
2024-06-15 14:29:51.224497,San Francisco,-63.5,283.51,135.61,13.2,4.57,4G,iPhone 14,T-Mobile,n260,64,34.6,59,2,438.61,1,False,Low,24.3,False,14,5,6,2024-06-15,6,0,4,1,1,4,0,0
2024-06-15 14:39:51.224494,Tokyo,-60.3,443.48,67.44,9.7,0.87,5G NSA,Galaxy S23,T-Mobile,n260,69,27.7,24,1,233.15,3,True,Medium,23.3,True,14,5,6,2024-06-15,7,1,4,1,2,1,1,1
2024-06-15 14:49:51.224491,Tokyo,-106.4,562.78,84.28,8.1,2.78,5G SA,iPhone 14,T-Mobile,n41,52,28.8,12,1,332.76,3,False,High,13.4,False,14,5,6,2024-06-15,7,2,4,3,0,4,0,0
2024-06-15 14:59:51.224489,Tokyo,-89.0,582.08,129.69,10.4,1.97,5G SA,Nord 4,T-Mobile,n41,21,21.1,46,2,217.2,2,False,Medium,35.1,True,14,5,6,2024-06-15,7,2,4,3,2,2,0,1
2024-06-15 15:09:51.224486,Kolkata,-98.0,764.82,77.94,19.8,1.89,5G NSA,GT 7,BSNL,n78,45,36.0,1,2,411.8,4,True,Low,92.8,False,15,5,6,2024-06-15,3,1,2,4,1,0,1,0
2024-06-15 15:19:51.224484,Delhi,-97.8,371.61,63.83,16.7,1.74,4G,iPhone 14,Jio,n28,50,42.4,41,3,150.12,1,True,High,84.1,True,15,5,6,2024-06-15,2,0,3,2,0,4,1,1
2024-06-15 15:29:51.224481,Chennai,-82.7,443.21,94.03,6.1,1.91,5G NSA,GT 7,BSNL,n28,82,32.2,18,2,210.1,5,False,High,15.0,True,15,5,6,2024-06-15,1,1,2,2,0,0,0,1
2024-06-15 15:39:51.224479,Delhi,-101.7,787.77,113.55,18.3,1.58,4G,Galaxy S23,Vi,n28,11,26.7,38,1,278.94,1,False,High,77.9,True,15,5,6,2024-06-15,2,0,6,2,0,1,0,1
2024-06-15 15:49:51.224476,New York,-87.9,517.59,43.79,12.7,0.67,5G SA,GT 7,Verizon,n41,48,21.8,56,0,20.81,1,False,Low,49.7,True,15,5,6,2024-06-15,5,2,5,3,1,0,0,1
2024-06-15 15:59:51.224474,San Francisco,-109.4,708.58,41.57,3.9,4.31,5G SA,Galaxy S23,Verizon,n78,17,30.5,30,0,313.47,3,False,High,59.8,True,15,5,6,2024-06-15,6,2,5,4,0,1,0,1
2024-06-15 16:09:51.224471,Berlin,-77.9,740.91,101.76,1.2,0.37,4G,GT 7,T-Mobile,n41,55,40.2,44,2,292.13,1,False,Medium,52.8,True,16,5,6,2024-06-15,0,0,4,3,2,0,0,1
2024-06-15 16:19:51.224469,Tokyo,-90.4,882.09,53.08,2.5,1.55,5G NSA,Nord 4,T-Mobile,n78,94,20.5,57,0,362.86,3,False,Low,48.6,True,16,5,6,2024-06-15,7,1,4,4,1,2,0,1
2024-06-15 16:29:51.224466,Berlin,-94.6,639.74,48.88,2.0,4.55,4G,iPhone 14,T-Mobile,n78,99,39.0,21,3,329.46,1,False,High,38.4,True,16,5,6,2024-06-15,0,0,4,4,0,4,0,1
2024-06-15 16:39:51.224464,Delhi,-66.7,340.91,43.79,8.0,4.89,4G,iPhone 14,Jio,n28,78,36.2,48,0,187.84,1,False,Medium,81.2,True,16,5,6,2024-06-15,2,0,3,2,2,4,0,1
2024-06-15 16:49:51.224461,Delhi,-106.1,736.17,93.42,15.2,1.15,5G NSA,Pixel 7,BSNL,n78,31,37.9,55,3,275.11,2,True,High,91.1,False,16,5,6,2024-06-15,2,1,2,4,0,3,1,0
2024-06-15 16:59:51.224459,New York,-79.7,763.42,123.67,13.7,1.65,5G NSA,Pixel 7,Verizon,n260,41,28.0,17,4,280.41,4,False,Medium,58.1,False,16,5,6,2024-06-15,5,1,5,1,2,3,0,0
2024-06-15 17:09:51.224456,Mumbai,-66.7,777.87,141.07,13.5,4.02,4G,Galaxy S23,BSNL,n258,84,21.4,31,3,474.13,2,True,High,84.2,False,17,5,6,2024-06-15,4,0,2,0,0,1,1,0
2024-06-15 17:19:51.224454,Kolkata,-61.1,904.13,70.66,8.8,1.61,4G,GT 7,Airtel,n28,33,33.7,52,2,207.97,3,False,Medium,89.1,False,17,5,6,2024-06-15,3,0,1,2,2,0,0,0
2024-06-15 17:29:51.224451,New York,-106.1,553.95,140.01,7.8,0.66,4G,iPhone 14,AT&T,n260,10,39.8,35,2,199.38,5,False,High,90.9,False,17,5,6,2024-06-15,5,0,0,1,0,4,0,0
2024-06-15 17:39:51.224448,New York,-91.4,590.8,49.05,8.2,0.1,5G SA,GT 7,Verizon,n78,23,29.5,19,1,49.7,5,False,High,30.1,True,17,5,6,2024-06-15,5,2,5,4,0,0,0,1
2024-06-15 17:49:51.224446,Kolkata,-62.9,904.41,146.98,14.8,0.71,5G SA,iPhone 14,Jio,n28,84,27.0,28,1,260.09,1,True,Low,70.9,False,17,5,6,2024-06-15,3,2,3,2,1,4,1,0
2024-06-15 17:59:51.224443,Tokyo,-99.2,776.23,25.31,5.2,1.6,4G,Pixel 7,T-Mobile,n78,60,27.8,11,4,440.85,5,True,Low,96.9,False,17,5,6,2024-06-15,7,0,4,4,1,3,1,0
2024-06-15 18:09:51.224441,Tokyo,-107.9,925.9,49.04,4.9,0.3,5G NSA,GT 7,Verizon,n260,98,40.7,51,3,309.13,1,False,High,49.1,True,18,5,6,2024-06-15,7,1,5,1,0,0,0,1
2024-06-15 18:19:51.224438,Berlin,-110.0,598.74,134.99,9.8,0.52,5G SA,Galaxy S23,AT&T,n41,35,24.9,7,0,173.3,2,True,Medium,66.2,False,18,5,6,2024-06-15,0,2,0,3,2,1,1,0
2024-06-15 18:29:51.224435,New York,-70.2,405.54,23.36,1.9,4.61,5G SA,Nord 4,T-Mobile,n78,78,33.7,20,0,233.47,3,True,High,16.1,False,18,5,6,2024-06-15,5,2,4,4,0,2,1,0
2024-06-15 18:39:51.224433,San Francisco,-104.8,690.9,61.99,17.5,0.31,5G SA,Nord 4,AT&T,n41,12,34.3,5,4,254.56,5,True,High,19.5,True,18,5,6,2024-06-15,6,2,0,3,0,2,1,1
2024-06-15 18:49:51.224430,New York,-66.7,865.33,47.11,14.1,3.4,5G NSA,Galaxy S23,AT&T,n260,83,34.6,2,0,163.2,3,False,Low,97.8,True,18,5,6,2024-06-15,5,1,0,1,1,1,0,1
2024-06-15 18:59:51.224427,Kolkata,-76.5,897.73,34.81,13.6,3.79,5G SA,iPhone 14,BSNL,n258,59,34.8,34,0,410.14,4,False,High,52.2,False,18,5,6,2024-06-15,3,2,2,0,0,4,0,0
2024-06-15 19:09:51.224425,Tokyo,-63.0,547.08,135.39,16.3,1.72,4G,Nord 4,Verizon,n78,54,42.9,49,2,492.49,1,False,High,76.2,False,19,5,6,2024-06-15,7,0,5,4,0,2,0,0
2024-06-15 19:19:51.224422,Kolkata,-60.9,964.93,91.59,8.6,2.93,5G NSA,Pixel 7,Vi,n28,57,38.1,52,1,152.59,4,False,High,70.1,False,19,5,6,2024-06-15,3,1,6,2,0,3,0,0
2024-06-15 19:29:51.224419,New York,-94.8,305.36,46.88,16.8,4.28,4G,Pixel 7,Verizon,n41,99,44.5,37,3,94.32,1,False,High,24.7,True,19,5,6,2024-06-15,5,0,5,3,0,3,0,1
2024-06-15 19:39:51.224417,Berlin,-68.5,574.18,124.46,1.5,1.32,5G NSA,Galaxy S23,AT&T,n260,68,28.8,14,3,57.06,5,False,Low,60.1,False,19,5,6,2024-06-15,0,1,0,1,1,1,0,0
2024-06-15 19:49:51.224414,San Francisco,-91.7,451.21,37.76,3.7,3.73,4G,Nord 4,AT&T,n78,69,31.0,4,4,399.92,2,True,High,46.3,True,19,5,6,2024-06-15,6,0,0,4,0,2,1,1
2024-06-15 19:59:51.224412,Tokyo,-89.9,487.55,132.46,4.2,0.86,5G NSA,iPhone 14,AT&T,n41,94,20.6,31,4,414.37,2,True,High,47.3,False,19,5,6,2024-06-15,7,1,0,3,0,4,1,0
2024-06-15 20:09:51.224409,Berlin,-63.8,897.51,147.95,5.7,4.7,5G SA,Galaxy S23,T-Mobile,n41,46,25.7,1,3,358.25,2,False,High,29.7,False,20,5,6,2024-06-15,0,2,4,3,0,1,0,0
2024-06-15 20:19:51.224406,Berlin,-80.0,747.57,82.72,18.7,3.78,4G,Pixel 7,Verizon,n41,92,28.7,40,1,219.62,5,False,High,73.5,False,20,5,6,2024-06-15,0,0,5,3,0,3,0,0
2024-06-15 20:29:51.224404,Tokyo,-65.4,893.71,64.89,19.4,1.02,5G SA,Galaxy S23,AT&T,n260,28,26.6,58,2,455.01,4,True,Medium,80.3,True,20,5,6,2024-06-15,7,2,0,1,2,1,1,1
2024-06-15 20:39:51.224401,Delhi,-107.3,488.08,117.2,10.4,1.23,5G SA,GT 7,Airtel,n78,53,31.8,34,0,398.77,3,True,High,29.9,True,20,5,6,2024-06-15,2,2,1,4,0,0,1,1
2024-06-15 20:49:51.224399,Berlin,-65.7,510.69,129.94,13.0,4.87,4G,Pixel 7,AT&T,n41,57,42.8,7,4,479.49,5,True,Medium,96.5,True,20,5,6,2024-06-15,0,0,0,3,2,3,1,1
